sector,project,account_item,status,request_id,code,vendor,amount_total,amount_paid,amount_canceled,amount_remaining,source_request_date,payment_request_date,approval_date,payment_date,Time
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,عهدة,,O.J.2-11,1101000013,طلب عهدة - محمود سعفان,"15,000","15,000",0,0,45963,45966,45966,45967,234-11-5
قطاع الإسكان,مشاريع الاسكان,موردين,,41,2101011220, شركة المحمدي لقطع غيار السيارات ,"6,250","6,250",0,0,45963,45967,45967,45967,1204-11-6
قطاع الإسكان,مشاريع الاسكان,موردين,,41,2101011220, شركة المحمدي لقطع غيار السيارات ,"1,325","1,325",0,0,45963,45967,45967,45967,1204-11-6
قطاع الإسكان,مشاريع الاسكان,موردين,,41,2101010560, الشركة السعودية لمعدات الديزل المحدوده ,"1,796","1,796",0,0,45963,45967,45967,45967,1204-11-6
قطاع الإسكان,مشاريع الاسكان,موردين,,41,2101010404, شركة الزاهد للتركتورات والمعدات الثقيلة ,"3,844","3,844",0,0,45963,45967,45967,45967,1204-11-6
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,453,2103011493,شركة الطريق الصعب للمقاولات,"7,855","7,855",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,453,2103011493,شركة الطريق الصعب للمقاولات,"3,649","3,649",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,447,2103011111,مؤسسة الاعمار الاخير للمقاولات,"20,000","20,000",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,453,2103011506,مؤسسة امتداد التميز للمقاولات,"12,167","12,167",0,0,45962,45962,45962,45962,359-11-1
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,453,2103011465,مؤسسة إمتداد المباني الماسية للمقاولات,"11,790",,0,"11,790",45962,,,,
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,453,2103011465,مؤسسة إمتداد المباني الماسية للمقاولات,"20,000","20,000",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,413,2103011566,شركة المعيار الصحيح للمقاولات,"5,000","5,000",0,0,45988,45962,45962,45962,359-11-1
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,413,2103011566,شركة المعيار الصحيح للمقاولات,"10,000",,0,"10,000",45988,,,,
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,413,2103011566,شركة المعيار الصحيح للمقاولات,"6,355",,0,"6,355",45988,,,,
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,453,2103011603,مؤسسة رواسخ القوه للمقاولات,"5,186","5,186",0,0,45962,45962,45962,45962,359-11-1
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,453,2103011603,مؤسسة رواسخ القوه للمقاولات,"4,923","4,923",0,0,45962,45962,45962,45962,359-11-1
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,453,2103011612,شركة ريحانة الاولى التجارية,"10,857","10,857",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,453,2103011611,مؤسسة محمد ابراهيم أبو غنية للمقاولات,"1,889","1,889",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,453,2103011611,مؤسسة محمد ابراهيم أبو غنية للمقاولات,"14,433","14,433",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,327,2103011284,محمد بشير فيض محمد,"5,000","5,000",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,327,2103011480,وليد محمد عبدالحميد رمضان,"10,000","10,000",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,327,2103011577,محمد صديق نذير احمد,"8,150","8,150",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,327,2103011577,محمد صديق نذير احمد,"2,000","2,000",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,327,2103011604,مقاول باطن خليل الرحمن,"3,502","3,502",0,0,45962,45962,45962,45962,359-11-1
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,327,2103011605,استام خان محمد,"35,683","35,683",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,327,2103011610,عادل محمد طلبه زايد,"10,000","10,000",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,عهدة,,WA,2105010003,يوميات عمالة خارجية - جمعة روبي,"50,000","50,000",0,0,45962,45963,45963,45964,907-11-2
قطاع التحلية,واحة التحلية برابغ,عهدة,,WA,2105010003,يوميات عمالة خارجية - جمعة روبي,"33,144","33,144",0,0,45962,45963,45963,45964,907-11-2
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,P.O.219,2101010954,شركة مصنع فابكو للبلاستيك المحدودة,"100,000",,0,"100,000",45962,45992,45992,,355-12-1
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,P.O.219,2101010954,شركة مصنع فابكو للبلاستيك المحدودة,"167,996",,0,"167,996",45962,46006,46006,,924-12-15
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,P.O.217,2101010924,سيفتي فيجن لأنظمة مكافحة الحريق وأدوات السلامة,"17,098","17,098",0,0,45962,45964,45964,45964,240-11-3
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,185,5104000007,فاتورة كهرباء حساب رقم 10075357331,353,526,-173,0,45964,45992,45992,45992,355-12-1
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,185,5104000007,فاتورة كهرباء حساب رقم 30069242160,"2,482","3,504","-1,022",0,45964,45992,45992,45992,355-12-1
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,185,5104000007,فاتورة كهرباء حساب رقم 30097313755,698,"1,017",-319,0,45964,45992,45992,45992,355-12-1
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,185,5104000007,فاتورة كهرباء حساب رقم 30038591559,543,812,-270,0,45964,45992,45992,45992,355-12-1
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,185,5104000007,فاتورة كهرباء حساب رقم 30001714093,535,831,-296,0,45964,45992,45992,45992,355-12-1
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,185,5104000007,فاتورة كهرباء حساب رقم 30086061408,"1,191","1,815",-624,0,45964,45992,45992,45992,355-12-1
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2109000011,مؤسسة مساندة الأداء للتكييف والتبريد,"50,000","50,000",0,0,45966,45965,45965,45974,543-11-4
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2109000011,مؤسسة مساندة الأداء للتكييف والتبريد,"50,000","50,000",0,0,45981,45981,45981,45981,1217-11-20
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2109000011,مؤسسة مساندة الأداء للتكييف والتبريد,"50,000","50,000",0,0,45996,46011,46011,46011,138-12-20
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2109000011,مؤسسة مساندة الأداء للتكييف والتبريد,"50,000",,0,"50,000",46027,46027,46027,,449-1-5
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2109000011,مؤسسة مساندة الأداء للتكييف والتبريد,"50,000",,0,"50,000",46042,,,,
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2109000011,مؤسسة مساندة الأداء للتكييف والتبريد,"61,774",,0,"61,774",46058,,,,
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2109000011,مؤسسة مساندة الأداء للتكييف والتبريد,"50,000","50,000",0,0,45974,-,-,45974,-
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2103011248,شركة يثرب الذهبية للمقاولات,"55,229","55,229",0,0,45966,45965,45965,45974,543-11-4
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2103011248,شركة يثرب الذهبية للمقاولات,"55,229","55,229",0,0,45996,45995,45995,46002,230-12-4
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2103011248,شركة يثرب الذهبية للمقاولات,"55,229",,0,"55,229",46024,46027,46027,,449-1-5
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2109000521,مؤسسة احمد فرج احمد العتيبى للمقاولات,"27,242","27,242",0,0,45962,45965,45965,45974,543-11-4
قطاعات أخرى,مستحقات مجدولة,موردين,,مستحقات,2101020023,مؤسسة طيف الشام,"23,038","23,038",0,0,45962,45965,45965,45974,543-11-4
قطاعات أخرى,مستحقات مجدولة,مقاولين الباطن,,مستحقات,2103011264,مؤسسة يحيى احمد محمد خبراني للمقاولات العامة,"34,933","34,933",0,0,45962,45965,45965,45974,543-11-4
قطاعات أخرى,فندق مكة,مقاولين الباطن,,AB.W,2103011616,مؤسسة اوتاد الصخرة للمقاولات العامة,"13,305","13,305",0,0,45965,45967,45967,45967,1104-11-6
قطاعات أخرى,فندق مكة,مقاولين الباطن,,Ab.W,2103011339,مؤسسة سعد صنهات صنت المطيرى,"13,227","13,227",0,0,45965,45967,45967,45967,1104-11-6
قطاعات أخرى,فندق مكة,مقاولين الباطن,,Ab.W,2103011609,مؤسسة الماس الغرب للمقاولات,"75,900","75,900",0,0,45965,45967,45967,45967,1104-11-6
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,عهدة,,110,1109010246,طلب عهدة - احمد الدسوقي,"10,000","10,000",0,0,45964,45972,45972,45972,849-11-11
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,عهدة,,110,1109010246,طلب عهدة - احمد الدسوقي,"5,000","5,000",0,0,45964,45977,45977,45977,856-11-16
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,عهدة,,110,1109010246,طلب عهدة - احمد الدسوقي ( أ - وليد والي ),"5,000","5,000",0,0,45964,45977,45977,45977,856-11-16
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,عهدة,,110,1109010246,طلب عهدة - احمد الدسوقي ( أ - وليد والي ),"5,000","5,000",0,0,45964,45985,45985,45985,322-11-24
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,عهدة,,110,1109010246,طلب عهدة - احمد الدسوقي,"5,780","5,000",780,0,45964,45984,45984,45984,155-11-23
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,عهدة,,110,1109010246,طلب عهدة - احمد الدسوقي,"5,000","5,000",0,0,45964,45981,45981,45981,1200-11-20
